,movieId,title,genres
4263,4357,How to Marry a Millionaire (1953),Comedy|Drama|Romance
4265,4359,"Seven Year Itch, The (1955)",Comedy
4267,4361,Tootsie (1982),Comedy|Romance
4272,4366,Atlantis: The Lost Empire (2001),Adventure|Animation|Children|Fantasy
4273,4367,Lara Croft: Tomb Raider (2001),Action|Adventure
4274,4368,Dr. Dolittle 2 (2001),Comedy
4275,4369,"Fast and the Furious, The (2001)",Action|Crime|Thriller
4276,4370,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi
4284,4378,Sexy Beast (2000),Crime|Drama
4286,4380,"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",Drama|Romance
4287,4381,"Closet, The (Placard, Le) (2001)",Comedy
4289,4383,"Crimson Rivers, The (Rivières pourpres, Les) (2000)",Crime|Drama|Mystery|Thriller
4292,4386,Cats & Dogs (2001),Children|Comedy
4293,4387,Kiss of the Dragon (2001),Action
4294,4388,Scary Movie 2 (2001),Comedy
4302,4396,"Cannonball Run, The (1981)",Action|Comedy
4312,4406,"Man Who Shot Liberty Valance, The (1962)",Crime|Drama|Western
4328,4422,Cries and Whispers (Viskningar och rop) (1972),Drama
4333,4427,"Lion in Winter, The (1968)",Drama
4349,4443,Outland (1981),Action|Sci-Fi|Thriller
4352,4446,Final Fantasy: The Spirits Within (2001),Adventure|Animation|Fantasy|Sci-Fi
4353,4447,Legally Blonde (2001),Comedy|Romance
4354,4448,"Score, The (2001)",Action|Drama
4358,4452,Made (2001),Comedy
4371,4465,"Accused, The (1988)",Drama
4373,4467,"Adventures of Baron Munchausen, The (1988)",Adventure|Comedy|Fantasy
4380,4474,Beaches (1988),Comedy|Drama|Musical
4393,4487,Cocktail (1988),Drama|Romance
4395,4489,Coming to America (1988),Comedy|Romance
4405,4499,Dirty Rotten Scoundrels (1988),Comedy
4414,4508,Gorillas in the Mist (1988),Drama
4425,4519,"Land Before Time, The (1988)",Adventure|Animation|Children|Fantasy
4447,4541,"Serpent and the Rainbow, The (1988)",Horror
4450,4544,Short Circuit 2 (1988),Comedy|Sci-Fi
4451,4545,Short Circuit (1986),Comedy|Sci-Fi
4459,4553,They Live (1988),Action|Sci-Fi|Thriller
4464,4558,Twins (1988),Comedy
4470,4564,Always (1989),Drama|Fantasy|Romance
4477,4571,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi
4493,4587,Earth Girls Are Easy (1988),Comedy|Musical|Sci-Fi
4522,4616,Lean on Me (1989),Drama
4527,4621,Look Who's Talking (1989),Comedy|Romance
4529,4623,Major League (1989),Comedy
4542,4636,"Punisher, The (1989)",Action
4544,4638,Jurassic Park III (2001),Action|Adventure|Sci-Fi|Thriller
4545,4639,America's Sweethearts (2001),Comedy|Romance
4547,4641,Ghost World (2001),Comedy|Drama
4548,4642,Hedwig and the Angry Inch (2000),Comedy|Drama|Musical
4549,4643,Planet of the Apes (2001),Action|Adventure|Drama|Sci-Fi
4568,4662,"See No Evil, Hear No Evil (1989)",Comedy|Crime
4579,4673,Tango & Cash (1989),Action|Comedy|Crime|Thriller
4583,4677,Turner & Hooch (1989),Comedy|Crime
4584,4678,UHF (1989),Comedy
4585,4679,Uncle Buck (1989),Comedy
4606,4700,"Princess Diaries, The (2001)",Children|Comedy|Romance
4607,4701,Rush Hour 2 (2001),Action|Comedy
4609,4703,Chocolat (1988),Drama
4619,4713,Altered States (1980),Drama|Sci-Fi
4624,4718,American Pie 2 (2001),Comedy
4625,4719,Osmosis Jones (2001),Action|Animation|Comedy|Crime|Drama|Romance|Thriller
4626,4720,"Others, The (2001)",Drama|Horror|Mystery|Thriller
4631,4725,Session 9 (2001),Horror|Thriller
4633,4727,Captain Corelli's Mandolin (2001),Drama|Romance|War
4634,4728,Rat Race (2001),Comedy
4638,4733,"Curse of the Jade Scorpion, The (2001)",Comedy
4639,4734,Jay and Silent Bob Strike Back (2001),Adventure|Comedy
4640,4735,Ghosts of Mars (2001),Horror|Sci-Fi|Thriller
4646,4741,Together (Tillsammans) (2000),Comedy|Drama|Romance
4649,4744,Jeepers Creepers (2001),Horror
4653,4748,3 Ninjas (1992),Action|Children|Comedy
4659,4754,"Wicker Man, The (1973)",Drama|Horror|Mystery|Thriller
4662,4757,Rock Star (2001),Comedy|Drama|Musical
4670,4765,L.I.E. (2001),Drama
4675,4770,"Glass House, The (2001)",Thriller
4681,4776,Training Day (2001),Crime|Drama|Thriller
4692,4787,Little Man Tate (1991),Drama
4704,4799,"It's a Mad, Mad, Mad, Mad World (1963)",Action|Adventure|Comedy|Crime
4708,4803,Play Misty for Me (1971),Drama|Thriller
4713,4808,"Vanishing, The (1993)",Mystery|Thriller
4714,4809,Silkwood (1983),Drama
4719,4814,Don't Say a Word (2001),Thriller
4720,4815,Hearts in Atlantis (2001),Drama
4721,4816,Zoolander (2001),Comedy
4726,4821,Joy Ride (2001),Adventure|Thriller
4728,4823,Serendipity (2001),Comedy|Romance
4738,4833,"Changeling, The (1980)",Horror|Mystery|Thriller
4740,4835,Coal Miner's Daughter (1980),Drama
4749,4844,Bandits (2001),Comedy|Crime|Romance
4751,4846,Iron Monkey (Siu nin Wong Fei-hung ji: Tit Ma Lau) (1993),Action|Comedy
4753,4848,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller
4760,4855,Dirty Harry (1971),Action|Crime|Thriller
4762,4857,Fiddler on the Roof (1971),Drama|Musical
4770,4865,From Hell (2001),Crime|Horror|Mystery|Thriller
4771,4866,"Last Castle, The (2001)",Action
4772,4867,Riding in Cars with Boys (2001),Comedy|Drama
4778,4873,Waking Life (2001),Animation|Drama|Fantasy
4779,4874,K-PAX (2001),Drama|Fantasy|Mystery|Sci-Fi
4781,4876,Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001),Horror|Thriller
4783,4878,Donnie Darko (2001),Drama|Mystery|Sci-Fi|Thriller
4785,4880,Life as a House (2001),Drama
4786,4881,"Man Who Wasn't There, The (2001)",Crime|Drama
4791,4886,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy
4792,4887,"One, The (2001)",Action|Sci-Fi|Thriller
4793,4888,Tape (2001),Drama
4794,4889,Heist (2001),Crime|Drama
4795,4890,Shallow Hal (2001),Comedy|Fantasy|Romance
4801,4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy
4803,4898,Novocaine (2001),Comedy|Crime|Mystery|Thriller
4806,4901,Spy Game (2001),Action|Crime|Drama|Thriller
4807,4902,"Devil's Backbone, The (Espinazo del diablo, El) (2001)",Drama|Fantasy|Horror|Thriller|War
4808,4903,In the Bedroom (2001),Drama
4819,4914,Breathless (À bout de souffle) (1960),Crime|Drama|Romance
4841,4936,Fame (1980),Drama|Musical
4846,4941,Flash Gordon (1980),Action|Adventure|Sci-Fi
4856,4951,Lord of the Flies (1990),Adventure|Drama|Thriller
4859,4954,Ocean's Eleven (a.k.a. Ocean's 11) (1960),Comedy|Crime
4863,4958,Behind Enemy Lines (2001),Action|Drama|War
4868,4963,Ocean's Eleven (2001),Crime|Thriller
4872,4967,No Man's Land (2001),Drama|War
4874,4969,And Then There Were None (1945),Crime|Mystery
4875,4970,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama
4878,4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
4879,4974,Not Another Teen Movie (2001),Comedy
4880,4975,Vanilla Sky (2001),Mystery|Romance|Sci-Fi|Thriller
4883,4978,Lantana (2001),Drama|Mystery|Thriller
4884,4979,"Royal Tenenbaums, The (2001)",Comedy|Drama
4885,4980,Bill & Ted's Bogus Journey (1991),Adventure|Comedy|Fantasy|Sci-Fi
4895,4990,Jimmy Neutron: Boy Genius (2001),Adventure|Animation|Children|Comedy
4897,4992,Kate & Leopold (2001),Comedy|Romance
4898,4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy
4899,4994,"Majestic, The (2001)",Comedy|Drama|Romance
4900,4995,"Beautiful Mind, A (2001)",Drama|Romance
4909,5004,"Party, The (1968)",Comedy
4913,5008,Witness for the Prosecution (1957),Drama|Mystery|Thriller
4914,5009,Ali (2001),Drama
4915,5010,Black Hawk Down (2001),Action|Drama|War
4918,5013,Gosford Park (2001),Comedy|Drama|Mystery
4919,5014,I Am Sam (2001),Drama
4920,5015,Monster's Ball (2001),Drama|Romance
4921,5016,"Shipping News, The (2001)",Drama
4926,5021,Murder by Death (1976),Comedy|Crime|Mystery|Thriller
4930,5025,Orange County (2002),Comedy
4931,5026,"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",Action|Mystery|Thriller
4951,5046,Impostor (2002),Action|Drama|Sci-Fi|Thriller
4952,5047,Kung Pow: Enter the Fist (2002),Action|Comedy
4953,5048,Snow Dogs (2002),Adventure|Children|Comedy
4954,5049,48 Hrs. (1982),Action|Comedy|Crime|Drama
4956,5051,Italian for Beginners (Italiensk for begyndere) (2000),Comedy|Drama|Romance
4960,5055,Dragon: The Bruce Lee Story (1993),Action|Drama
4965,5060,M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama|War
4969,5064,The Count of Monte Cristo (2002),Action|Adventure|Drama|Thriller
4970,5065,"Mothman Prophecies, The (2002)",Drama|Fantasy|Horror|Mystery|Thriller
4971,5066,"Walk to Remember, A (2002)",Drama|Romance
4977,5072,Metropolis (2001),Animation|Sci-Fi
4986,5081,Birthday Girl (2001),Drama|Romance
4995,5090,"Hunchback of Notre Dame, The (Notre Dame de Paris) (1956)",Drama
4997,5092,Big Fat Liar (2002),Children|Comedy
4998,5093,Collateral Damage (2002),Action|Thriller
5007,5102,Rookie of the Year (1993),Comedy|Fantasy
5008,5103,"Sandlot, The (1993)",Children|Comedy|Drama
5011,5106,Crossroads (2002),Comedy|Musical|Romance
5012,5107,Hart's War (2002),Drama|War
5013,5108,John Q (2002),Crime|Drama|Thriller
5015,5110,Super Troopers (2001),Comedy|Crime|Mystery
5016,5111,"Good Son, The (1993)",Drama|Thriller
5025,5120,Sleuth (1972),Comedy|Mystery|Thriller
5033,5128,Queen of the Damned (2002),Fantasy|Horror
5040,5135,Monsoon Wedding (2001),Comedy|Romance
5044,5139,"Bad News Bears, The (1976)",Comedy
5051,5146,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),Animation|Fantasy|Horror|Sci-Fi
5052,5147,Wild Strawberries (Smultronstället) (1957),Drama
5056,5151,40 Days and 40 Nights (2002),Comedy|Romance
5057,5152,We Were Soldiers (2002),Action|Drama|War
5064,5159,Ferngully: The Last Rainforest (1992),Animation|Children|Comedy|Musical
5076,5171,"Time Machine, The (2002)",Action|Adventure|Sci-Fi
5118,5214,"Oh, God! (1977)",Comedy|Fantasy
5122,5218,Ice Age (2002),Adventure|Animation|Children|Comedy
5123,5219,Resident Evil (2002),Action|Horror|Sci-Fi|Thriller
5124,5220,Showtime (2002),Action|Comedy
5129,5225,And Your Mother Too (Y tu mamá también) (2001),Drama|Romance
5150,5246,Smokey and the Bandit II (1980),Action|Comedy
5151,5247,Smokey and the Bandit (1977),Action|Comedy
5158,5254,Blade II (2002),Action|Horror|Thriller
5169,5265,Death to Smoochy (2002),Comedy|Crime|Drama
5170,5266,Panic Room (2002),Thriller
5171,5267,"Rookie, The (2002)",Drama
5173,5269,"Piano Teacher, The (La pianiste) (2001)",Drama
5187,5283,National Lampoon's Van Wilder (2002),Comedy
5195,5291,Rashomon (Rashômon) (1950),Crime|Drama|Mystery
5196,5292,Slap Shot (1977),Comedy
5197,5293,Changing Lanes (2002),Drama|Thriller
5198,5294,Frailty (2001),Crime|Drama|Thriller
5200,5296,"Sweetest Thing, The (2002)",Comedy|Romance
5203,5299,My Big Fat Greek Wedding (2002),Comedy|Romance
5207,5303,Joe Versus the Volcano (1990),Comedy|Romance
5212,5308,Three Men and a Baby (1987),Comedy
5216,5312,Murder by Numbers (2002),Crime|Thriller
5217,5313,The Scorpion King (2002),Action|Adventure|Fantasy|Thriller
5223,5319,Nine Queens (Nueve reinas) (2000),Crime|Thriller
5227,5323,Jason X (2002),Horror|Sci-Fi|Thriller
5238,5334,Cadillac Man (1990),Comedy|Crime
5243,5339,Husbands and Wives (1992),Comedy|Drama
5253,5349,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller
5267,5363,"New Guy, The (2002)",Comedy
5268,5364,Unfaithful (2002),Drama|Thriller
5281,5377,About a Boy (2002),Comedy|Drama|Romance
5282,5378,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX
5284,5380,"Importance of Being Earnest, The (2002)",Comedy|Drama|Romance
5289,5385,"Last Waltz, The (1978)",Documentary
5291,5387,Enough (2002),Drama|Thriller
5292,5388,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller
5293,5389,Spirit: Stallion of the Cimarron (2002),Adventure|Animation|Children|Western
5304,5400,"Sum of All Fears, The (2002)",Drama|Thriller
5318,5414,Bad Company (2002),Action|Comedy|Crime
5319,5415,Divine Secrets of the Ya-Ya Sisterhood (2002),Comedy|Drama
5322,5418,"Bourne Identity, The (2002)",Action|Mystery|Thriller
5323,5419,Scooby-Doo (2002),Adventure|Children|Comedy|Fantasy|Mystery
5324,5420,Windtalkers (2002),Action|Drama|War
5325,5421,"Dangerous Lives of Altar Boys, The (2002)",Drama
5348,5444,Lilo & Stitch (2002),Adventure|Animation|Children|Sci-Fi
5349,5445,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller
5350,5446,Rabbit-Proof Fence (2002),Adventure|Drama
5353,5449,Mr. Deeds (2002),Comedy|Romance
5356,5452,Look Who's Talking Now (1993),Children|Comedy|Romance
5363,5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi
5367,5463,Reign of Fire (2002),Action|Adventure|Fantasy
5368,5464,Road to Perdition (2002),Crime|Drama
5382,5478,Eight Legged Freaks (2002),Action|Comedy|Horror|Sci-Fi
5383,5479,K-19: The Widowmaker (2002),Action|Adventure|Drama|Thriller
5385,5481,Austin Powers in Goldmember (2002),Comedy
5404,5500,Top Secret! (1984),Comedy
5405,5501,"Master of Disguise, The (2002)",Comedy|Mystery
5406,5502,Signs (2002),Horror|Sci-Fi|Thriller
5408,5504,Spy Kids 2: The Island of Lost Dreams (2002),Adventure|Children
5409,5505,"Good Girl, The (2002)",Comedy|Drama
5410,5506,Blood Work (2002),Crime|Drama|Mystery|Thriller
5411,5507,xXx (2002),Action|Crime|Thriller
5412,5508,24 Hour Party People (2002),Comedy|Drama|Musical
5426,5522,Rollerball (1975),Action|Drama|Sci-Fi
5427,5523,"Adventures of Pluto Nash, The (2002)",Action|Adventure|Comedy|Sci-Fi
5428,5524,Blue Crush (2002),Adventure|Drama|Romance
5432,5528,One Hour Photo (2002),Drama|Thriller
5434,5530,Simone (S1m0ne) (2002),Comedy|Drama|Fantasy|Sci-Fi
5444,5540,Clash of the Titans (1981),Action|Adventure|Fantasy|Romance
5445,5541,Hot Shots! (1991),Action|Comedy|Romance|War
5460,5556,FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002),Crime|Horror|Thriller
5468,5564,Swimfan (2002),Thriller
5476,5572,Barbershop (2002),Comedy
5478,5574,"Transporter, The (2002)",Action|Crime
5481,5577,Igby Goes Down (2002),Comedy|Drama
5504,5602,"Ladykillers, The (1955)",Comedy|Crime
5510,5608,"Das Experiment (Experiment, The) (2001)",Drama|Thriller
5519,5617,Secretary (2002),Comedy|Drama|Romance
5520,5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure|Animation|Fantasy
5522,5620,Sweet Home Alabama (2002),Comedy|Romance
5523,5621,"Tuxedo, The (2002)",Action|Comedy
5530,5628,Wasabi (2001),Action|Comedy|Crime|Drama|Thriller
5532,5630,Red Dragon (2002),Crime|Mystery|Thriller
5534,5632,Bloody Sunday (2002),Drama
5551,5649,Horror of Dracula (Dracula) (1958),Horror
5552,5650,Strange Brew (1983),Comedy
5568,5666,"Rules of Attraction, The (2002)",Comedy|Drama|Romance|Thriller
5571,5669,Bowling for Columbine (2002),Documentary
5575,5673,Punch-Drunk Love (2002),Comedy|Drama|Romance
5581,5679,"Ring, The (2002)",Horror|Mystery|Thriller
5592,5690,Grave of the Fireflies (Hotaru no haka) (1988),Animation|Drama|War
5595,5693,Saturday Night Fever (1977),Comedy|Drama|Romance
5649,5747,Gallipoli (1981),Drama|War
5654,5752,Gregory's Girl (1981),Comedy|Romance
5684,5782,"Professional, The (Le professionnel) (1981)",Action|Drama|Thriller
5686,5784,Ghost Ship (2002),Horror
5687,5785,Jackass: The Movie (2002),Action|Comedy|Documentary
5693,5791,Frida (2002),Drama|Romance
5698,5796,Casino Royale (1967),Action|Adventure|Comedy
5705,5803,I Spy (2002),Action|Adventure|Comedy|Crime
5712,5810,8 Mile (2002),Drama
5714,5812,Far from Heaven (2002),Drama|Romance
5718,5816,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy
5755,5853,Scanners (1981),Horror|Sci-Fi|Thriller
5774,5872,Die Another Day (2002),Action|Adventure|Thriller
5778,5876,"Quiet American, The (2002)",Drama|Thriller|War
5780,5878,Talk to Her (Hable con Ella) (2002),Drama|Romance
5781,5879,Eight Crazy Nights (Adam Sandler's Eight Crazy Nights) (2002),Animation|Comedy|Musical
5783,5881,Solaris (2002),Drama|Romance|Sci-Fi
5784,5882,Treasure Planet (2002),Adventure|Animation|Children|Sci-Fi|IMAX
5802,5900,Analyze That (2002),Comedy|Crime
5804,5902,Adaptation (2002),Comedy|Drama|Romance
5805,5903,Equilibrium (2002),Action|Sci-Fi|Thriller
5844,5942,"Hot Chick, The (2002)",Comedy
5845,5943,Maid in Manhattan (2002),Comedy|Romance
5846,5944,Star Trek: Nemesis (2002),Action|Drama|Sci-Fi|Thriller
5847,5945,About Schmidt (2002),Comedy|Drama
5854,5952,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy
5856,5954,25th Hour (2002),Crime|Drama
5858,5956,Gangs of New York (2002),Crime|Drama
5859,5957,Two Weeks Notice (2002),Comedy|Romance
5861,5959,Narc (2002),Crime|Drama|Thriller
5872,5970,My Girl (1991),Comedy|Drama|Romance
5873,5971,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy
5883,5981,"Day of the Triffids, The (1962)",Horror|Sci-Fi
5891,5989,Catch Me If You Can (2002),Crime|Drama
5893,5991,Chicago (2002),Comedy|Crime|Drama|Musical
5894,5992,"Hours, The (2002)",Drama|Romance
5897,5995,"Pianist, The (2002)",Drama|War
5903,6001,"King of Comedy, The (1983)",Comedy|Drama
5905,6003,Confessions of a Dangerous Mind (2002),Comedy|Crime|Drama|Thriller
5908,6006,Just Married (2003),Comedy|Romance
5915,6013,Kangaroo Jack (2003),Action|Comedy
5918,6016,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
5960,6058,Final Destination 2 (2003),Horror|Thriller
5961,6059,"Recruit, The (2003)",Action|Thriller
5995,6093,"Last Unicorn, The (1982)",Animation|Children|Fantasy
6006,6104,Monty Python Live at the Hollywood Bowl (1982),Comedy
6057,6155,How to Lose a Guy in 10 Days (2003),Comedy|Romance
6058,6156,Shanghai Knights (2003),Action|Adventure|Comedy
6059,6157,Daredevil (2003),Action|Crime
6065,6163,He Loves Me... He Loves Me Not (À la folie... pas du tout) (2002),Romance|Thriller
6068,6166,Dennis the Menace (1993),Comedy
6072,6170,"Black Stallion, The (1979)",Adventure|Children|Drama
6086,6184,"Man Who Fell to Earth, The (1976)",Drama|Sci-Fi
6089,6187,"Life of David Gale, The (2003)",Crime|Drama|Thriller
6090,6188,Old School (2003),Comedy
6115,6213,Tears of the Sun (2003),Action|Drama|Thriller
6116,6214,Irreversible (Irréversible) (2002),Crime|Drama|Mystery|Thriller
6120,6218,Bend It Like Beckham (2002),Comedy|Drama|Romance
6137,6235,Europa Europa (Hitlerjunge Salomon) (1990),Drama|War
6144,6242,Ringu (Ring) (1998),Horror|Mystery|Thriller
6152,6250,Dreamcatcher (2003),Drama|Horror|Sci-Fi|Thriller
6166,6264,"Core, The (2003)",Action|Drama|Sci-Fi|Thriller
6168,6266,What a Girl Wants (2003),Comedy|Drama|Romance
6172,6270,Akira Kurosawa's Dreams (Dreams) (1990),Drama|Fantasy
6183,6281,Phone Booth (2002),Drama|Thriller
6185,6283,Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),Action|Animation|Sci-Fi|Thriller
6188,6286,"Man Without a Past, The (Mies vailla menneisyyttä) (2002)",Comedy|Crime|Drama
6189,6287,Anger Management (2003),Comedy
6193,6291,Lilya 4-Ever (Lilja 4-ever) (2002),Crime|Drama
6196,6294,Bulletproof Monk (2003),Action|Adventure|Sci-Fi
6198,6296,"Mighty Wind, A (2003)",Comedy|Musical
6199,6297,Holes (2003),Adventure|Children|Comedy|Mystery
6203,6301,Straw Dogs (1971),Drama|Thriller
6205,6303,"Andromeda Strain, The (1971)",Mystery|Sci-Fi
6207,6305,Fahrenheit 451 (1966),Drama|Sci-Fi
6225,6323,Identity (2003),Crime|Horror|Mystery|Thriller
6233,6331,Spellbound (2002),Documentary
6234,6332,"Lizzie McGuire Movie, The (2003)",Children|Comedy|Romance
6235,6333,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller
6240,6338,Daddy Day Care (2003),Children|Comedy
6252,6350,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),Action|Adventure|Animation|Children|Fantasy|Sci-Fi
6258,6356,Gunfight at the O.K. Corral (1957),Western
6261,6365,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX
6263,6367,Down with Love (2003),Comedy|Romance
6266,6370,"Spanish Apartment, The (L'auberge espagnole) (2002)",Comedy|Drama|Romance
6268,6373,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance
6272,6377,Finding Nemo (2003),Adventure|Animation|Children|Comedy
6273,6378,"Italian Job, The (2003)",Action|Crime
6274,6379,Wrong Turn (2003),Horror|Thriller
6275,6380,Capturing the Friedmans (2003),Documentary
6278,6383,"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)",Action|Crime|Thriller
6280,6385,Whale Rider (2002),Drama
6317,6425,"6th Man, The (Sixth Man, The) (1997)",Comedy
6332,6440,Barton Fink (1991),Drama|Thriller
6352,6461,"Unforgiven, The (1960)",Drama|Western
6355,6464,Good Burger (1997),Children|Comedy
6373,6482,Dumb and Dumberer: When Harry Met Lloyd (2003),Comedy
6375,6484,Hollywood Homicide (2003),Action|Crime|Drama
6393,6502,28 Days Later (2002),Action|Horror|Sci-Fi
6394,6503,Charlie's Angels: Full Throttle (2003),Action|Adventure|Comedy|Crime|Thriller
6421,6530,"Tenant, The (Locataire, Le) (1976)",Drama|Horror|Mystery|Thriller
6425,6534,Hulk (2003),Action|Adventure|Sci-Fi
6426,6535,"Legally Blonde 2: Red, White & Blonde (2003)",Comedy
6427,6536,Sinbad: Legend of the Seven Seas (2003),Adventure|Animation|Children|Fantasy
6428,6537,Terminator 3: Rise of the Machines (2003),Action|Adventure|Sci-Fi
6429,6538,Swimming Pool (2003),Drama|Mystery|Thriller
6430,6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy
6432,6541,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi
6439,6548,Bad Boys II (2003),Action|Comedy|Crime|Thriller
6441,6550,Johnny English (2003),Action|Comedy|Thriller
6443,6552,Dirty Pretty Things (2002),Crime|Drama|Thriller
6455,6564,Lara Croft Tomb Raider: The Cradle of Life (2003),Action|Adventure|Comedy|Romance|Thriller
6456,6565,Seabiscuit (2003),Drama
6457,6566,Spy Kids 3-D: Game Over (2003),Action|Adventure|Children
6477,6586,American Wedding (American Pie 3) (2003),Comedy
6482,6591,"Magdalene Sisters, The (2002)",Drama
6484,6593,Freaky Friday (2003),Children|Comedy|Fantasy
6486,6595,S.W.A.T. (2003),Action|Thriller
6506,6615,Freddy vs. Jason (2003),Action|Horror|Thriller
6508,6617,Open Range (2003),Western
6509,6618,Shaolin Soccer (Siu lam juk kau) (2001),Action|Comedy
6510,6619,Uptown Girls (2003),Comedy
6511,6620,American Splendor (2003),Comedy|Drama
6520,6629,House of Wax (1953),Crime|Horror|Mystery|Thriller
6530,6639,Wait Until Dark (1967),Drama|Thriller
6534,6643,Tokyo Story (Tôkyô monogatari) (1953),Drama
6536,6645,THX 1138 (1971),Action|Adventure|Drama|Sci-Fi
6541,6650,Kind Hearts and Coronets (1949),Comedy|Drama
6550,6659,Tremors (1990),Comedy|Horror|Sci-Fi
6553,6662,"Pink Panther, The (1963)",Comedy|Crime
6554,6663,"Pink Panther Strikes Again, The (1976)",Comedy|Crime
6555,6664,Commando (1985),Action|Adventure
6560,6669,Ikiru (1952),Drama
6577,6686,"Medallion, The (2003)",Action|Comedy|Crime|Fantasy
6586,6695,Jeepers Creepers 2 (2003),Horror|Thriller
6593,6702,Dickie Roberts: Former Child Star (2003),Comedy
6598,6707,Cabin Fever (2002),Horror|Thriller
6599,6708,Matchstick Men (2003),Comedy|Crime|Drama
6600,6709,Once Upon a Time in Mexico (2003),Action|Adventure|Crime|Thriller
6602,6711,Lost in Translation (2003),Comedy|Drama|Romance
6604,6713,Millennium Actress (Sennen joyû) (2001),Animation|Drama|Romance
6612,6721,Once Upon a Time in China (Wong Fei Hung) (1991),Action|Adventure|Drama
6634,6743,Jungle Book (1942),Adventure|Fantasy
6642,6751,Cold Creek Manor (2003),Drama|Thriller
6644,6753,Secondhand Lions (2003),Children|Comedy|Drama
6645,6754,Underworld (2003),Action|Fantasy|Horror
6646,6755,Bubba Ho-tep (2002),Comedy|Horror
6654,6763,Duplex (2003),Comedy|Crime
6655,6764,"Rundown, The (2003)",Action|Adventure|Comedy
6656,6765,Under the Tuscan Sun (2003),Comedy|Drama|Romance
6664,6773,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",Animation|Comedy|Fantasy
6665,6774,Videodrome (1983),Fantasy|Horror|Sci-Fi|Thriller
6668,6777,Judgment at Nuremberg (1961),Drama
6678,6787,All the President's Men (1976),Drama|Thriller
6681,6790,Avalon (2001),Drama|Fantasy|Sci-Fi
6682,6791,Babette's Feast (Babettes gæstebud) (1987),Drama
6684,6793,Beethoven (1992),Children|Comedy|Drama
6685,6794,Beethoven's 2nd (1993),Children|Comedy
6687,6796,Boyz N the Hood (1991),Crime|Drama
6698,6807,Monty Python's The Meaning of Life (1983),Comedy
6699,6808,Where Eagles Dare (1968),Action|Adventure|War
6701,6810,Sleeping with the Enemy (1991),Drama|Thriller
6743,6852,In Cold Blood (1967),Crime|Drama
6748,6857,Ninja Scroll (Jûbei ninpûchô) (1995),Action|Adventure|Animation|Fantasy
6754,6863,School of Rock (2003),Comedy|Musical
6758,6867,"Station Agent, The (2003)",Comedy|Drama
6761,6870,Mystic River (2003),Crime|Drama|Mystery
6764,6873,Intolerable Cruelty (2003),Comedy|Romance
6765,6874,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller
6770,6879,Runaway Jury (2003),Drama|Thriller
6771,6880,"Texas Chainsaw Massacre, The (2003)",Horror
6772,6881,Pieces of April (2003),Comedy|Drama
6778,6887,Radio (2003),Drama
6779,6888,Scary Movie 3 (2003),Comedy|Horror
6780,6889,Brother Bear (2003),Adventure|Animation|Children
6781,6890,Elephant (2003),Drama
6784,6893,"Italian Job, The (1969)",Action|Comedy|Crime
6793,6902,Interstate 60 (2002),Adventure|Comedy|Drama|Fantasy|Mystery|Sci-Fi|Thriller
